region,category,ds,actual,yhat,yhat_lower,yhat_upper,is_forecast
All,All,2015-03-09,0.0,1507.8450613269133,0.0,4806.162455135194,False
All,All,2015-03-10,741.956,1893.93224817922,0.0,5314.629042111455,False
All,All,2015-03-11,918.314,1468.7840907498223,0.0,4672.7422878486195,False
All,All,2015-03-12,0.0,715.5720065369125,0.0,3986.8562646411615,False
All,All,2015-03-13,0.0,1211.4943670399575,0.0,4603.865750639218,False
All,All,2015-03-14,2108.55,2159.5766814979565,0.0,5109.687804579427,False
All,All,2015-03-15,370.78200000000004,1966.2839784016946,0.0,5405.941537202014,False
All,All,2015-03-16,471.92,1919.8474851462647,0.0,5146.2861542165,False
All,All,2015-03-17,3960.358,2237.5111021312696,0.0,5713.365772654098,False
All,All,2015-03-18,28106.716,1740.7851061312615,0.0,5164.457393144246,False
All,All,2015-03-19,590.762,914.2246186796775,0.0,4110.526036539975,False
All,All,2015-03-20,0.0,1336.4153836679218,0.0,4374.573383544242,False
All,All,2015-03-21,4109.816,2211.742568734174,0.0,5895.417756626563,False
All,All,2015-03-22,464.09299999999996,1947.972997023742,0.0,5297.6260267955795,False
All,All,2015-03-23,945.064,1834.5536350347245,0.0,5264.139421019918,False
All,All,2015-03-24,65.38,2089.8324991419304,0.0,5357.371357923744,False
All,All,2015-03-25,459.146,1536.290006168212,0.0,4612.83201560748,False
All,All,2015-03-26,145.13,659.2988042370014,0.0,4128.0259117757605,False
All,All,2015-03-27,0.0,1038.095026564795,0.0,4367.1508068974335,False
All,All,2015-03-28,1823.8039999999999,1877.5369702421413,0.0,5237.331497507898,False
All,All,2015-03-29,890.841,1585.6817768775447,0.0,4891.067225439626,False
All,All,2015-03-30,1170.3220000000001,1452.0829910510045,0.0,4575.658919783956,False
All,All,2015-03-31,1959.552,1695.0150897275676,0.0,5159.030573499391,False
All,All,2015-04-01,119.88799999999999,1136.7128221465355,0.0,4318.007872789036,False
All,All,2015-04-02,1458.558,262.14310082875204,0.0,3722.610646655433,False
All,All,2015-04-03,233.45,649.9919902232389,0.0,4084.151957446364,False
All,All,2015-04-04,475.844,1504.4423103597655,0.0,4752.880091181753,False
All,All,2015-04-05,5295.098000000001,1232.771873048415,0.0,4551.982735863441,False
All,All,2015-04-06,1650.69,1123.6746088569294,0.0,4533.010677093715,False
All,All,2015-04-07,1021.1700000000001,1394.5100176977874,0.0,4465.9696962408225,False
All,All,2015-04-08,1958.75,866.5681050774388,0.0,4270.522889633441,False
All,All,2015-04-09,0.0,23.866847810963918,0.0,3378.5926093825624,False
All,All,2015-04-10,0.0,444.1640720946899,0.0,3542.8516152862467,False
All,All,2015-04-11,1915.24,1330.7586145431198,0.0,4805.073969166316,False
All,All,2015-04-12,1912.123,1090.1101910828602,0.0,4437.959544192443,False
All,All,2015-04-13,638.576,1010.1797015647605,0.0,4385.32356887478,False
All,All,2015-04-14,0.0,1307.6949501463348,0.0,4820.031251123567,False
All,All,2015-04-15,294.71999999999997,803.4285724144961,0.0,4025.7718818312164,False
All,All,2015-04-16,39.072,0.0,0.0,3383.6480307687857,False
All,All,2015-04-17,0.0,417.9178341999733,0.0,3724.475787785998,False
All,All,2015-04-18,1020.532,1317.3334389407212,0.0,4598.6668209049585,False
All,All,2015-04-19,205.47,1085.7085520792675,0.0,4165.0654764887495,False
All,All,2015-04-20,1250.45,1011.1254497131904,0.0,4292.558085735485,False
All,All,2015-04-21,845.36,1310.54888203976,0.0,4644.110443377343,False
All,All,2015-04-22,257.752,805.0922298815444,0.0,3977.1174127096365,False
All,All,2015-04-23,643.98,0.0,0.0,3302.5052196018346,False
All,All,2015-04-24,0.0,409.6989697067039,0.0,3754.2870444783275,False
All,All,2015-04-25,2379.9939999999997,1301.4828927429216,0.0,4415.575928184288,False
All,All,2015-04-26,282.568,1061.211478626706,0.0,4558.793439593675,False
All,All,2015-04-27,0.0,977.5753925911391,0.0,4201.248139682263,False
All,All,2015-04-28,2578.476,1268.14348644872,0.0,4666.542789985617,False
All,All,2015-04-29,768.8439999999999,754.6098003192043,0.0,4096.338959163709,False
All,All,2015-04-30,1048.74,0.0,0.0,3156.7839578465196,False
All,All,2015-05-01,0.0,347.4964384963772,0.0,3724.9119221721435,False
All,All,2015-05-02,506.12,1236.5280300830013,0.0,4698.982200344283,False
All,All,2015-05-03,72.632,996.0379498699525,0.0,4366.687946438777,False
All,All,2015-05-04,187.43200000000002,914.949266012858,0.0,4272.735275230619,False
All,All,2015-05-05,260.977,1210.9640832311368,0.0,4505.19440842153,False
All,All,2015-05-06,254.456,705.8074724343053,0.0,3987.630713709111,False
All,All,2015-05-07,1091.35,0.0,0.0,2895.7639287089837,False
All,All,2015-05-08,1799.97,323.8555544770544,0.0,3685.6408307709435,False
All,All,2015-05-09,394.48,1229.2378162939142,0.0,4290.00469841242,False
All,All,2015-05-10,2343.799,1007.1759926143643,0.0,4462.319569490161,False
All,All,2015-05-11,1642.802,946.1717957219946,0.0,3929.451636035195,False
All,All,2015-05-12,734.846,1263.4455840760727,0.0,4627.621904258311,False
All,All,2015-05-13,898.382,780.1949635144247,0.0,4266.266229150657,False
All,All,2015-05-14,310.88,0.0,0.0,3244.9962920784355,False
All,All,2015-05-15,0.0,441.75331809621036,0.0,3625.377512280709,False
All,All,2015-05-16,289.28,1367.6017874912409,0.0,4726.120812435373,False
All,All,2015-05-17,91.68,1164.4101950106624,0.0,4519.255310163208,False
All,All,2015-05-18,948.9480000000001,1120.1681519068272,0.0,4577.252411496355,False
All,All,2015-05-19,91.62,1451.633872608435,0.0,4839.803535489755,False
All,All,2015-05-20,320.10400000000004,979.6056727483269,0.0,4413.927000333011,False
All,All,2015-05-21,4264.3279999999995,187.7233062965206,0.0,3298.879055473276,False
All,All,2015-05-22,180.93,653.4809878348818,0.0,4217.097051415681,False
All,All,2015-05-23,323.75800000000004,1580.0270185973134,0.0,4793.005396135799,False
All,All,2015-05-24,116.28,1373.7795518328132,0.0,4646.038452894342,False
All,All,2015-05-25,119.53999999999999,487.87288589578156,0.0,3793.339424777775,False
All,All,2015-05-26,1325.718,1643.852098071266,0.0,4994.719407486311,False
All,All,2015-05-27,2157.394,1158.0653116727956,0.0,4309.4418552718,False
All,All,2015-05-28,221.96800000000002,349.3336818877924,0.0,3646.7736586138676,False
All,All,2015-05-29,0.0,795.5182004432949,0.0,3834.0660042573095,False
All,All,2015-05-30,1924.913,1700.196301066872,0.0,4900.115707514781,False
All,All,2015-05-31,773.7,1470.2655380803906,0.0,4687.632057314737,False
All,All,2015-06-01,5188.5199999999995,1394.2641249403619,0.0,4901.453102042521,False
All,All,2015-06-02,738.598,1689.6139448036877,0.0,5092.138883812766,False
All,All,2015-06-03,741.336,1177.8735235231331,0.0,4235.119896543288,False
All,All,2015-06-04,456.272,343.5184946454676,0.0,3534.974719790173,False
All,All,2015-06-05,0.0,764.9320325388398,0.0,3968.771720568933,False
All,All,2015-06-06,1374.0010000000002,1646.180839737236,0.0,4889.195701155529,False
All,All,2015-06-07,281.397,1394.6069089491416,0.0,4584.583295138651,False
All,All,2015-06-08,2501.264,1299.1376460057197,0.0,4627.247256820803,False
All,All,2015-06-09,5463.008,1577.5202291444916,0.0,4837.143523375811,False
All,All,2015-06-10,491.55,1051.5679018430599,0.0,4286.889768409064,False
All,All,2015-06-11,0.0,205.93587418593188,0.0,3644.7707869323067,False
All,All,2015-06-12,0.0,619.1093896942264,0.0,3713.937408966607,False
All,All,2015-06-13,14.52,1495.1795588351497,0.0,4616.407459434978,False
All,All,2015-06-14,212.94,1241.4371297866473,0.0,4688.395592347012,False
All,All,2015-06-15,942.9739999999999,1146.686670726081,0.0,4473.920706931524,False
All,All,2015-06-16,763.792,1428.4868692602822,0.0,4754.814141889391,False
All,All,2015-06-17,3418.5020000000004,908.4044249052006,0.0,4213.506316050471,False
All,All,2015-06-18,139.8,70.7989442773503,0.0,3234.9438998266455,False
All,All,2015-06-19,0.0,493.8210954419052,0.0,4196.518420363936,False
All,All,2015-06-20,1828.9496,1381.1992965024328,0.0,4450.124324265758,False
All,All,2015-06-21,4107.443,1139.8447676925741,0.0,4458.8861902608305,False
All,All,2015-06-22,1975.498,1058.1770751059237,0.0,4345.933656171461,False
All,All,2015-06-23,109.49600000000001,1353.3755313889917,0.0,4699.336642714062,False
All,All,2015-06-24,4.272,846.6436049640245,0.0,4173.789932589125,False
All,All,2015-06-25,792.76,22.003448571492754,0.0,3193.9501911628277,False
All,All,2015-06-26,0.0,457.3025387769952,0.0,3788.4760430191914,False
All,All,2015-06-27,616.14,1356.0074782337574,0.0,4511.254828303224,False
All,All,2015-06-28,1645.791,1124.8146141725797,0.0,4588.571786071045,False
All,All,2015-06-29,46.68,1051.979477452841,0.0,4499.528409806327,False
All,All,2015-06-30,739.624,1354.5703385847855,0.0,4844.010759748626,False
All,All,2015-07-01,601.0239999999999,853.7330192300078,0.0,4349.141536367365,False
All,All,2015-07-02,79.56,33.48411229114731,0.0,3101.1037862407993,False
All,All,2015-07-03,0.0,275.87187849120005,0.0,3436.450217665073,False
All,All,2015-07-04,247.40800000000002,648.5971984808484,0.0,4082.997950064914,False
All,All,2015-07-05,1444.104,1141.1030718447653,0.0,4617.811084274148,False
All,All,2015-07-06,1038.472,1067.5000118273285,0.0,4460.499404570918,False
All,All,2015-07-07,241.19400000000002,1368.4234624924916,0.0,4899.469038787592,False
All,All,2015-07-08,763.0740000000001,865.2206103907026,0.0,4358.655408658969,False
All,All,2015-07-09,265.521,42.11784127699116,0.0,3005.788093771556,False
All,All,2015-07-10,0.0,477.2161889985806,0.0,3839.9755136856033,False
All,All,2015-07-11,2187.206,1374.2728039565068,0.0,4775.168737571699,False
All,All,2015-07-12,1960.012,1140.2985490833912,0.0,4635.535746249299,False
All,All,2015-07-13,351.216,1063.8741943696468,0.0,4585.714662514275,False
All,All,2015-07-14,292.594,1362.3909707571936,0.0,4456.685700506203,False
All,All,2015-07-15,9.51,857.3030689770806,0.0,4033.455195933722,False
All,All,2015-07-16,0.0,32.90965177415865,0.0,3311.607432325501,False
All,All,2015-07-17,0.0,467.34883713438524,0.0,3579.0774652754917,False
All,All,2015-07-18,273.04,1364.3791631362615,0.0,4620.827744530427,False
All,All,2015-07-19,461.326,1130.9786245385178,0.0,4582.914947013084,False
All,All,2015-07-20,2285.786,1055.6636859903278,0.0,4479.997835531054,False
All,All,2015-07-21,1961.482,1355.7339196847986,0.0,4654.362904681894,False
All,All,2015-07-22,1348.344,852.5296975702654,0.0,4212.481242124744,False
All,All,2015-07-23,2613.1839999999997,30.22031371869707,0.0,3417.272881543361,False
All,All,2015-07-24,0.0,466.80477067086656,0.0,3699.3835676926083,False
All,All,2015-07-25,8341.289999999999,1365.900493028552,0.0,4600.676368700013,False
All,All,2015-07-26,5039.994,1134.3497955059956,0.0,4412.678664311384,False
All,All,2015-07-27,580.06,1060.5462403900983,0.0,4314.095443747807,False
All,All,2015-07-28,193.152,1361.6862640980842,0.0,4774.734221450873,False
All,All,2015-07-29,0.0,859.0332450480212,0.0,4200.251192138911,False
All,All,2015-07-30,1367.84,36.7111493472928,0.0,3247.9229499859093,False
All,All,2015-07-31,0.0,472.7097752676092,0.0,3680.7358690387355,False
All,All,2015-08-01,228.328,1370.676680295301,0.0,4658.440510175375,False
All,All,2015-08-02,886.28,1137.5254774806087,0.0,4231.4128622171775,False
All,All,2015-08-03,477.994,1061.7625393698904,0.0,4289.771295908702,False
All,All,2015-08-04,2743.154,1360.7374394312287,0.0,4467.949983539546,False
All,All,2015-08-05,2408.7239999999997,855.9043023357617,0.0,4274.204154630285,False
All,All,2015-08-06,262.89,31.611247797117812,0.0,3237.4580315334897,False
All,All,2015-08-07,0.0,466.10004518710423,0.0,3925.1139582000337,False
All,All,2015-08-08,3955.629,1363.2912041839295,0.0,4824.24032989901,False
All,All,2015-08-09,3605.6850000000004,1130.3843710125088,0.0,4364.19522562302,False
All,All,2015-08-10,0.0,1056.1762873252983,0.0,4190.414967504292,False
All,All,2015-08-11,451.62,1358.3018900205343,0.0,4618.677871575339,False
All,All,2015-08-12,1832.38,858.4859940649092,0.0,4054.992979792957,False
All,All,2015-08-13,0.0,41.32302805879567,0.0,3572.846183041731,False
All,All,2015-08-14,0.0,485.26723072462266,0.0,3890.7446415893555,False
All,All,2015-08-15,842.7819999999999,1394.408821903453,0.0,4774.797279190512,False
All,All,2015-08-16,853.092,1176.0662947188112,0.0,4365.976723839379,False
All,All,2015-08-17,500.342,1119.0973436658721,0.0,4261.31666418781,False
All,All,2015-08-18,0.0,1441.134237615819,0.0,4763.786202979535,False
All,All,2015-08-19,1439.106,963.8312765577994,0.0,4230.096857934447,False
All,All,2015-08-20,1838.722,171.64195885922027,0.0,3375.518908645885,False
All,All,2015-08-21,0.0,642.8083797446837,0.0,3968.1519316037566,False
All,All,2015-08-22,23.104,1581.1384392965642,0.0,5032.810812417198,False
All,All,2015-08-23,565.224,1393.6010213362024,0.0,4571.656401205164,False
All,All,2015-08-24,59.74,1368.6416222526123,0.0,4765.839961489273,False
All,All,2015-08-25,1451.6499999999999,1723.424154039461,0.0,5036.8025798632125,False
All,All,2015-08-26,366.81,1279.086424085054,0.0,4558.716096963906,False
All,All,2015-08-27,2070.13,519.5267490074309,0.0,3920.0470358796133,False
All,All,2015-08-28,0.0,1022.4040007112199,0.0,4214.908097176454,False
All,All,2015-08-29,832.3225,1990.926418042673,0.0,5407.020239951517,False
All,All,2015-08-30,121.24,1831.4590700148256,0.0,5278.670573872206,False
All,All,2015-08-31,92.52,1831.852156319153,0.0,5057.443227860022,False
All,All,2015-09-01,469.436,2208.695564636974,0.0,5552.741396406275,False
All,All,2015-09-02,3254.15,1782.5868842753302,0.0,5019.216371684137,False
All,All,2015-09-03,22.08,1036.9300255404698,0.0,4312.675362017988,False
All,All,2015-09-04,0.0,1548.9464630242792,0.0,5044.2797268246295,False
All,All,2015-09-05,296.304,2521.474166695025,0.0,5873.411567665418,False
All,All,2015-09-06,100.36,2360.5838697257695,0.0,5764.8786269786015,False
All,All,2015-09-07,3523.875,2478.6134732515893,0.0,5880.672615045913,False
All,All,2015-09-08,14228.428,2717.934114426608,0.0,6051.889090196824,False
All,All,2015-09-09,4043.5879999999997,2273.2101603726496,0.0,5901.46640965158,False
All,All,2015-09-10,1855.2279999999998,1503.2115588758427,0.0,4986.21388664169,False
All,All,2015-09-11,127.95,1985.3191758176297,0.0,5119.032330463704,False
All,All,2015-09-12,4904.66,2922.623014547172,0.0,6200.248359883933,False
All,All,2015-09-13,1275.408,2721.5347562724455,0.0,6000.209672600946,False
All,All,2015-09-14,5023.716,2670.1178893263304,0.0,6080.461178698524,False
All,All,2015-09-15,133.436,2985.3408255082054,0.0,6238.61318148362,False
All,All,2015-09-16,33.552,2488.3402586915345,0.0,5695.160719318589,False
All,All,2015-09-17,820.523,1663.2120450488885,0.0,5028.465910125503,False
All,All,2015-09-18,0.0,2088.0118222656715,0.0,5365.801384273977,False
All,All,2015-09-19,9338.637,2966.5406934739185,0.0,6279.705158942221,False
All,All,2015-09-20,5335.968000000001,2705.9459411056187,0.0,6168.1318929507825,False
All,All,2015-09-21,2679.652,2595.0391137874385,0.0,5884.408920892334,False
All,All,2015-09-22,1240.266,2851.5371367986368,0.0,6005.945275926051,False
All,All,2015-09-23,10662.337000000001,2297.3139428717295,0.0,5587.249386943772,False
All,All,2015-09-24,211.96,1417.1801274991838,0.0,4733.073288920523,False
All,All,2015-09-25,354.88880000000006,1789.8730491427823,0.0,5211.489837399759,False
All,All,2015-09-26,1480.614,2619.8328768693405,0.0,5965.072692343003,False
All,All,2015-09-27,773.4399999999999,2314.7946979844614,0.0,5819.216763528384,False
All,All,2015-09-28,490.29200000000003,2164.099144151386,0.0,5525.771155329733,False
All,All,2015-09-29,8109.07,2385.9272688051406,0.0,5732.437291865379,False
All,All,2015-09-30,987.532,1802.5472214277827,0.0,5080.004002512844,False
All,All,2015-10-01,4.71,899.0902390206285,0.0,4232.46972631952,False
All,All,2015-10-02,598.144,1254.5383604167037,0.0,4549.195056815955,False
All,All,2015-10-03,862.683,2073.4993229281185,0.0,5366.684269795755,False
All,All,2015-10-04,728.7479999999999,1763.7986859473647,0.0,5173.0345955521525,False
All,All,2015-10-05,191.9,1614.7915510421699,0.0,5136.629645092128,False
All,All,2015-10-06,494.71,1844.5995059602808,0.0,4975.498326632432,False
All,All,2015-10-07,237.35999999999999,1275.360220793771,0.0,4578.28935194797,False
All,All,2015-10-08,147.392,392.0070923809028,0.0,3861.452075618596,False
All,All,2015-10-09,249.35999999999999,773.2612159933996,0.0,4166.773419420158,False
All,All,2015-10-10,2049.386,1623.4110194644713,0.0,5157.104398699757,False
All,All,2015-10-11,1381.164,1349.909486808363,0.0,4876.136986051539,False
All,All,2015-10-12,58.53,427.7966229280669,0.0,3828.2488855870547,False
All,All,2015-10-13,2212.182,1516.4149471608075,0.0,4816.962365612329,False
All,All,2015-10-14,4525.484,995.7186065960082,0.0,4248.955534760717,False
All,All,2015-10-15,206.72400000000002,164.00469665762216,0.0,3809.9307244501724,False
All,All,2015-10-16,194.322,599.4377673745424,0.0,3693.57904741,False
All,All,2015-10-17,136.068,1505.729571606923,0.0,4920.764038801004,False
All,All,2015-10-18,3134.916,1289.7417160828263,0.0,4434.292623810367,False
All,All,2015-10-19,641.104,1239.8080824184635,0.0,4806.807474032096,False
All,All,2015-10-20,1501.104,1572.982559861146,0.0,5024.130447176425,False
All,All,2015-10-21,1356.602,1110.299455618604,0.0,4492.501284832672,False
All,All,2015-10-22,223.808,335.5639375039701,0.0,3663.2697943737026,False
All,All,2015-10-23,0.0,826.3547647822795,0.0,4382.400833898161,False
All,All,2015-10-24,56.49,1785.8146332257838,0.0,5008.696933457822,False
All,All,2015-10-25,103.882,1620.2580611566193,0.0,4838.862570547901,False
All,All,2015-10-26,447.88,1617.4990823752325,0.0,4973.393678476838,False
All,All,2015-10-27,22.32,1994.1042811361008,0.0,5367.228886811353,False
All,All,2015-10-28,1510.5819999999999,1570.6585136719941,0.0,4833.996209714994,False
All,All,2015-10-29,2813.8120000000004,830.5606330945922,0.0,4418.525262251489,False
All,All,2015-10-30,0.0,1351.0314180595033,0.0,4647.663858769015,False
All,All,2015-10-31,5362.026,2334.9089581643643,0.0,5828.92969380845,False
All,All,2015-11-01,4732.08,2188.2613328691646,0.0,5777.288937197708,False
All,All,2015-11-02,2126.37,2198.7187447429556,0.0,5526.600345643608,False
All,All,2015-11-03,2784.163,2582.730524360123,0.0,5760.117704256551,False
All,All,2015-11-04,6693.7480000000005,2160.8342242476638,0.0,5457.732065962049,False
All,All,2015-11-05,1694.564,1416.45398629161,0.0,4850.9660422248635,False
All,All,2015-11-06,43.68,1926.9102499513572,0.0,5314.242412448771,False
All,All,2015-11-07,1449.142,2895.2159256774803,0.0,6195.719428719935,False
All,All,2015-11-08,333.576,2727.6887515030094,0.0,6040.759407303463,False
All,All,2015-11-09,1574.094,2712.2818900702773,0.0,6164.148480898643,False
All,All,2015-11-10,2002.556,3065.8381004181456,0.0,6231.821291962352,False
All,All,2015-11-11,8114.548,3414.3225587251395,118.812847826714,6876.90018311658,False
All,All,2015-11-12,1054.7612,1826.7760854787807,0.0,5078.042787740535,False
All,All,2015-11-13,0.0,2295.9970516661206,0.0,5621.850179498604,False
All,All,2015-11-14,1034.73,3220.650133730896,0.0,6620.1136208711505,False
All,All,2015-11-15,1780.822,3007.708715182225,0.0,6200.949603284706,False
All,All,2015-11-16,1355.9285,2945.8069147268434,0.0,6255.408717207651,False
All,All,2015-11-17,11544.274,3252.482135220458,0.0,6558.3761077595955,False
All,All,2015-11-18,3406.855,2749.427576753707,0.0,6090.199736473842,False
All,All,2015-11-19,7226.086,1921.272102663691,0.0,4992.253704586819,False
All,All,2015-11-20,907.5600000000001,2346.569793920189,0.0,5931.926369969963,False
All,All,2015-11-21,1249.622,3229.574645529015,152.89040868938767,6364.995076562849,False
All,All,2015-11-22,1103.298,2977.8305087616377,0.0,6348.093378944241,False
All,All,2015-11-23,1363.28,2880.4787719618753,0.0,6291.851547268766,False
All,All,2015-11-24,5578.606,3155.4895910501973,0.0,6294.047334128992,False
All,All,2015-11-25,4415.695,2624.904337048114,0.0,6002.341419374727,False
All,All,2015-11-26,1705.99,293.4876049242773,0.0,3526.763645560476,False
All,All,2015-11-27,203.66,2180.3067619471103,0.0,5649.235785530581,False
All,All,2015-11-28,2280.83,3049.308605496805,0.0,6466.414199358709,False
All,All,2015-11-29,649.044,2788.100299757566,0.0,6037.498279159446,False
All,All,2015-11-30,219.154,2685.6603588886574,0.0,5916.774412864527,False
All,All,2015-12-01,5624.39,2959.691703817201,0.0,6026.310455602359,False
All,All,2015-12-02,1771.808,2431.8691173446427,0.0,5721.8898678627165,False
All,All,2015-12-03,505.88,1586.6180887124128,0.0,4828.746552433779,False
All,All,2015-12-04,129.98,2002.1075564998637,0.0,5286.428824122753,False
All,All,2015-12-05,2963.642,2882.032078414023,0.0,6354.196421638789,False
All,All,2015-12-06,1970.978,2633.213501775877,0.0,5957.184252567091,False
All,All,2015-12-07,548.4,2543.924488815059,0.0,5736.24605682732,False
All,All,2015-12-08,1095.12,2831.139459585617,0.0,6440.344296432507,False
All,All,2015-12-09,1522.652,2315.8002640578234,0.0,5951.61923007124,False
All,All,2015-12-10,573.336,1481.6138084120007,0.0,4786.8985035081505,False
All,All,2015-12-11,0.0,1906.0636885336198,0.0,5207.399969543438,False
All,All,2015-12-12,4938.4045,2792.2108856816776,0.0,6042.256867227703,False
All,All,2015-12-13,293.152,2546.313118756613,0.0,6060.079410119642,False
All,All,2015-12-14,7641.658,2456.164734741227,0.0,5548.74062851766,False
All,All,2015-12-15,1264.466,2738.362247222135,0.0,6172.814089157771,False
All,All,2015-12-16,4394.187,2213.582413874085,0.0,5516.752448742877,False
All,All,2015-12-17,45.534,1365.3897017001545,0.0,4775.105658640387,False
All,All,2015-12-18,0.0,1771.2548724896646,0.0,5402.984122701556,False
All,All,2015-12-19,3436.7599999999998,2634.3594887983054,0.0,5985.552935082207,False
All,All,2015-12-20,6962.4400000000005,2361.2157546073386,0.0,5634.380119165753,False
All,All,2015-12-21,1933.44,2240.003473343679,0.0,5382.981762018156,False
All,All,2015-12-22,798.968,2487.8292203335513,0.0,5935.972309069186,False
All,All,2015-12-23,942.108,1925.9946965693412,0.0,5021.855488237477,False
All,All,2015-12-24,1950.202,1038.791277606024,0.0,4304.521398414127,False
All,All,2015-12-25,0.0,3570.9234407202202,225.26341144762478,6758.408070675883,False
All,All,2015-12-26,2041.414,2227.1913154032036,0.0,5793.523633024743,False
All,All,2015-12-27,2966.388,1914.296851057062,0.0,5273.397230927371,False
All,All,2015-12-28,3732.2960000000003,1754.9514129526203,0.0,4988.350440085911,False
All,All,2015-12-29,2072.096,1967.2148852143591,0.0,5533.22544554261,False
